{'姓名': '安喜县吏', '拼音': 'ān-xǐ-xiàn-lì', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '刘备任安喜县尉时，督邮到县巡视并向刘备索贿，刘备拒绝。督邮于是威逼该县吏陷害刘备，县吏不从，由此发生了张飞怒打督邮的事件。'}
{'姓名': '诸葛靓', '拼音': 'zhū-gě-jìng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '仲思', '生卒': '？ - ？', '古代籍贯': '徐州琅邪国阳都', '现代籍贯': '山东临沂市沂南县南', '介绍': '赴东吴作人质，因父亲战死，遂为东吴效力，成为东吴右将军，迎击晋国的进攻，但后来战败。其子诸葛恢在晋国为官。'}
{'姓名': '诸葛恪', '拼音': 'zhū-gě-kè', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '元逊', '生卒': '203 - 253', '古代籍贯': '徐州琅邪国阳都', '现代籍贯': '山东临沂市沂南县南', '介绍': '曾为吴太子孙登的太子左辅。孙亮继位后，诸葛恪掌握了吴国大权，率军抵挡了魏国三路进攻，在东兴大胜魏军。此后，诸葛恪开始轻敌，率军二十万伐魏，围攻新城不下，被魏国援军杀得大败，回军后为掩饰过失，更加独断专权。不久，诸葛恪被孙峻联合吴主孙亮设计杀害，被满门抄斩。'}
{'姓名': '诸葛恪妻', '拼音': 'zhū-gě-kè-qī', '效忠势力': '吴', '性别': None, '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '诸葛恪妻，在诸葛恪被杀时，有不详的预感。心神恍惚，动止不宁。'}
{'姓名': '祖郎', '拼音': 'zǔ-láng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州丹阳郡泾', '现代籍贯': '安徽宣城市泾县西北', '介绍': '泾县大帅。袁术使孙策为怀义校尉，引兵攻郎得胜。'}
{'姓名': '祖茂', '拼音': 'zǔ-mào', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '大荣', '生卒': '？ - ？', '古代籍贯': '扬州吴郡', '现代籍贯': '江苏苏州市', '介绍': '讨伐董卓时，换上败走的孙坚的红头巾，吸引敌军，让被华雄军包围的孙坚逃脱。茂将红头巾挂在木桩上吸引华雄，自己从树丛中杀出，不幸被华雄斩杀。'}
{'姓名': '左咸', '拼音': 'zuǒ-xián', '效忠势力': '吴', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '当关羽被孙权所擒时，誓死不降，大骂孙权。孙权有意招降之，却被左咸一句话而下了决心，最终处死了关羽、关平父子。'}
{'姓名': '岑璧', '拼音': 'cén-bì', '效忠势力': '袁绍', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '袁谭部将。袁绍亡，长子谭与幼子尚相攻，尚败走。谭与郭图再议进兵，令璧为将，领兵前来。尚自引兵出冀州。两阵对圆，旗鼓相望。璧出骂阵；尚欲自战，大将吕旷，拍马舞刀，来战璧。二将战无数合，旷斩璧于马下。'}
{'姓名': '淳于琼', '拼音': 'chún-yú-qióng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '仲简', '生卒': '？ - 200', '古代籍贯': '豫州颍川郡', '现代籍贯': '河南许昌市禹州', '介绍': '官渡之战，淳于琼督领二万人马守乌巢，整日酗酒无备。曹操率军偷袭，淳于琼醉卧而不能迎敌，战败被擒，粮谷被烧，曹操命割去其耳鼻手指，缚于马上放回。袁绍怒而斩之。'}
{'姓名': '冯礼', '拼音': 'féng-lǐ', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 204', '古代籍贯': None, '现代籍贯': None, '介绍': '冀州东门守将。因酒醉，有误巡警，被审配痛责。冯礼怀恨，潜地出城降操。操问破城之策，礼曰：“突门内上厚，可掘地道而入。”操便命冯礼引三百壮士，夤夜掘地道而入。谁知被审配发现，急唤精兵运石，击突闸门。门闭，冯礼及三百壮士皆死于土内。'}
{'姓名': '逢纪', '拼音': 'féng-jì', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '元图', '生卒': '？ - 202', '古代籍贯': '荆州南阳郡', '现代籍贯': '河南南阳市', '介绍': '袁绍用逢纪之计，胁迫韩馥，遂领冀州，以田丰、沮授、许攸、逢纪分掌州事。平定河北，又以审配、逢纪为统军，兴兵讨曹。连战皆败，袁绍病死，逢纪等立袁尚为嗣，袁谭争位，郭图定谋，计赚逢纪同赴谭军。后谭与曹军战于黎阳，大败。遣人求救于尚。尚与审配计议，只发兵五千余人相助。被曹操派兵于半路尽杀之。谭令逢纪作书，遣人到冀州致尚。尚却不肯发兵。谭大怒，立斩逢纪。'}
{'姓名': '高干', '拼音': 'gāo-gàn', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '元才', '生卒': '？ - 206', '古代籍贯': '兖州陈留郡圉', '现代籍贯': '河南开封市杞县南二十五公里', '介绍': '高干乃是袁绍外甥。袁绍官渡战败，高干引兵至冀州助战，袁军再败仓亭，高干也被箭伤，仍回并州，收拾人马。曹操击溃汝南刘备，回师河北，高干复至黎阳参战，然屡战屡败。后高干回并州，曹操遣乐进、李典和张燕攻之而不能下，遂自勒兵前往，遣吕旷、吕翔诱之，高干中计而丢失壶关，夺路往投单于不得，遂思投刘表，行至上洛，被都尉王琰所杀。'}
{'姓名': '郭图', '拼音': 'guō-tú', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '公则', '生卒': '？ - 205', '古代籍贯': '豫州颍川郡', '现代籍贯': '河南许昌市禹州', '介绍': '袁绍谋士。绍平定河北，值徐州刘备求救，郭图以名正言顺，力主兴兵讨曹，并劝绍发檄数操之恶。颜良、文丑被关羽所斩，郭图劝袁绍杀刘备不得，复说绍联合孙策，会策亡而作罢。官渡之战，曹操偷袭乌巢，张郃欲往救之，郭图固请先击曹营，以图围魏救赵，计不成而谮张郃，郃等遂降曹操，袁军崩溃。袁绍病死，袁谭不得立，郭图说谭，谋杀袁尚，导致兄弟交兵，又劝谭引曹操攻袁尚，以收渔翁之利，尚败而谭复叛，曹操攻之，谭军大败，郭图亦被乐进射杀。'}
{'姓名': '韩{荀-大}', '拼音': 'hán-xún', '效忠势力': '袁绍', '性别': None, '是否虚构': None, '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '在演义中作韩猛，袁绍麾下大将之一。负责押运粮草，被徐晃战败，绍大怒，欲斩韩猛，众官劝免。'}
{'姓名': '韩珩', '拼音': 'hán-héng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '子佩', '生卒': '？ - ？', '古代籍贯': '幽州代郡', '现代籍贯': '山西大同市阳高县西南', '介绍': '袁绍部下任别驾之职。幽州刺史乌桓触聚幽州众官，歃血为盟，共议背袁向曹之事。众人依次歃血。循至别驾韩珩，珩乃掷剑于地，大呼曰：“吾受袁公父子厚恩，今主败亡，智不能救，勇不能死，于义缺矣。若北面而降曹，吾不为也。”众皆失色。乌桓触曰：“夫兴大事，当立大义。事之济否，不待一人。韩珩既有志如此，听其自便。”推珩而出。'}
{'姓名': '韩莒子', '拼音': 'hán-jǔ-zǐ', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 200', '古代籍贯': None, '现代籍贯': None, '介绍': '袁绍部将。在官渡之战中袁绍遣大将淳于琼，部领督将眭元进、韩莒子、吕威璜、赵叡等，引二万人马守乌巢。'}
{'姓名': '蒋奇', '拼音': 'jiǎng-qí', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 200', '古代籍贯': None, '现代籍贯': None, '介绍': '领兵救乌巢时，为张辽所斩。'}
{'姓名': '蒋义渠', '拼音': 'jiǎng-yì-qú', '效忠势力': '袁绍', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '袁紹麾下之將。在黎陽郡迎接在官渡大敗給曹操的袁紹，並且召集散兵，將袁紹平安送回冀州。'}
{'姓名': '沮鹄', '拼音': 'jǔ-hú', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '冀州巨鹿郡广平', '现代籍贯': '河北邯郸市鸡泽县东南', '介绍': '袁尚将。父授，袁绍监军。鹄守邯郸，曹公将张辽出马，与鹄交锋。战不三合，鹄大败，辽从后追赶。两马相离不远，辽急取弓射之，应弦落马。'}
{'姓名': '沮授', '拼音': 'jǔ-shòu', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '公与', '生卒': '？ - 200', '古代籍贯': '冀州巨鹿郡广平', '现代籍贯': '河北邯郸市鸡泽县东南', '介绍': '袁绍领冀州，以田丰、沮授、许攸、逢纪分掌州事。曹袁兴师，许攸不乐审配领兵，沮授恨绍不用其谋，各不相和，不图进取，遂使曹操抽身东击刘备。备战败来投，劝得袁绍出兵，先锋颜良被关羽所斩，沮授复劝杀备缓进，袁绍不听，更议报仇，沮授长叹而托疾不出议事。军至阳武，沮授又申前议，被袁绍以慢军之罪锁禁军中。官渡之战，沮授夜观天象，知乌巢屯粮又险，连夜求见，促速遣精兵巡哨，袁绍以其妄言惑众，更人监押。袁军战败，沮授急走不脱，为曹军所获，不降而盗马欲归，曹操怒而杀之。其子沮鹄守邯郸，被张辽所射杀。'}
{'姓名': '刘氏[袁绍妻]', '拼音': 'liú-shì', '效忠势力': '袁绍', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '袁绍妻，袁绍死前，刘夫人请审配、逢纪至袁绍榻前，商议后事。袁绍但以手指而不能言。刘夫人曰：“袁尚可继后嗣否？”袁绍点头。'}
{'姓名': '吕威璜', '拼音': 'lǚ-wēi-huáng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 200', '古代籍贯': None, '现代籍贯': None, '介绍': '担任淳于琼的副将之一守卫乌巢的粮仓。淳于琼酒醉之时遭到曹操军的袭击，这一失策与官渡之战的失败有很大的关系。'}
{'姓名': '彭安', '拼音': 'péng-ān', '效忠势力': '袁绍', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '袁谭引兵出城，与曹军相敌。两阵对圆，操出马以鞭指谭而骂曰：“吾厚待汝，汝何生异心？”谭曰：“汝犯吾境界，夺吾城池，赖吾妻子，反说我有异心耶！”操大怒，使徐晃出马。谭使彭安接战。两马相交，不数合，晃斩彭安于马下。谭军败走，退入南皮。'}
{'姓名': '麴义', '拼音': 'qū-yì', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '磐河之战，袁绍令麴义引八百弓手，步兵一万五千，列于阵中，自引马步军于后接应。公孙瓒遣大将严纲为先锋，鼓噪前来，义军一齐俱发，麴义拍马舞刀，斩严纲于马下，直杀过界桥，击败公孙瓒，斩将夺旗，复引军冲瓒后军，正撞着赵云，战不数合，被赵云一枪刺于马下。'}
{'姓名': '审配', '拼音': 'shěn-pèi', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '正南', '生卒': '？ - 204', '古代籍贯': '冀州魏郡', '现代籍贯': '河北邯郸市临漳县西南', '介绍': '袁绍平定河北，正值徐州刘备求救，审配恃其强盛，力主兴兵讨曹，袁绍遂以审配、逢纪为统军，兵发黎阳。官渡对峙，审配献计起土山地道，使曹军皆蒙盾伏地。连战皆败，袁绍病死，审配等立袁尚为嗣，引发兄弟纷争，并屡劝袁尚攻击袁谭，致使谭困而投敌。曹操围邺，审配拒守数月不下，后其侄审荣开门迎敌，审配死战，被徐晃所擒，拒不投降，北跪受刑，引颈就刃。'}
{'姓名': '审荣', '拼音': 'shěn-róng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '冀州魏郡', '现代籍贯': '河北邯郸市临漳县西南', '介绍': '审配之侄，邺城东门校尉。素与辛毗交好，因审配杀死辛毗全家而对审配不满，在曹操攻打冀州时，开城门将曹操放入城，致使审配被曹操杀死。'}
{'姓名': '眭元进', '拼音': 'suī-yuán-jìn', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '元进', '生卒': '？ - 200', '古代籍贯': None, '现代籍贯': None, '介绍': '大将军、冀州牧袁绍督将。绍与曹公战，以元进、韩莒子、吕威璜、赵睿等随大将淳于琼引二万人马，守乌巢。曹公火烧乌巢，元进、赵睿运粮方回，见屯上火起，急来救应，为曹军所败，二将抵敌不住，皆被曹军所杀。'}
{'姓名': '田丰', '拼音': 'tián-fēng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '元皓', '生卒': '？ - 200', '古代籍贯': '冀州巨鹿郡', '现代籍贯': '河北邢台市平乡县', '介绍': '袁绍领冀州，以田丰、沮授、许攸、逢纪分掌州事。袁绍消灭公孙瓒，平定河北，便欲与曹操争霸，田丰建议先通王路，争取政治上的主动，然后稳打稳扎，逐步取胜，袁绍恃其强盛，执意兴师，但在曹操东征刘备时，却以幼子生病为由，不听田丰的趁虚袭许之计，坐失良机，田丰只得跌地长叹。曹操击败刘备，回到官渡，袁绍反而要在此时攻曹，田丰坚决劝阻，竟被囚禁狱中，绍军大举南下，田丰又从狱中上书谏阻，几被斩首。官渡之战，袁绍大败，羞见田丰，听从逢纪的谗言，遣人赉宝剑先行杀之，田丰听闻败训，亦知必死，遂自刎狱中。'}
{'姓名': '王匡', '拼音': 'wáng-kuāng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': '公节', '生卒': '？ - 190', '古代籍贯': '兖州泰山郡', '现代籍贯': '山东泰安市东北', '介绍': '初平元年，袁绍、曹操起兵反董卓，匡引军相从。后军至虎牢关，匡遣河内名将方悦战卓将吕布。'}
{'姓名': '文丑', '拼音': 'wén-chǒu', '效忠势力': '袁绍', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 200', '古代籍贯': None, '现代籍贯': None, '介绍': '文丑未参加关东联军，使袁绍颇为华雄的猖狂而叹息。绍计逼韩馥，谋夺冀州，关纯欲行刺，文丑斩之。磐河一战，文丑连败数将，差点擒获公孙瓒，与赵云大战未分胜负，随后与颜良为先锋，击公孙瓒，平定河北。曹袁交兵，先锋颜良攻白马被斩，文丑领军为其报仇，据延津挑战曹操，却中饵敌之计而军乱，文丑挺身独战，射伤张辽，击败徐晃，追击中正遇关羽，战不三合，心怯欲走，被关羽赶上斩于马下。'}
{'姓名': '辛明', '拼音': 'xīn-míng', '效忠势力': '袁绍', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '袁绍部下将领，参与了官渡之战。'}
